INFO Request for StartComputing
INFO Generation 432: 1589.0
INFO Generation 433: 1589.0
INFO Generation 434: 1589.0
INFO Generation 435: 1589.0
INFO Generation 436: 1589.0
INFO Generation 437: 1589.0
INFO Generation 438: 1589.0
INFO Generation 439: 1589.0
INFO Generation 440: 1589.0
INFO Generation 441: 1589.0
INFO Generation 442: 1589.0
INFO Generation 443: 1589.0
INFO Generation 444: 1589.0
INFO Generation 445: 1589.0
INFO Generation 446: 1589.0
INFO Generation 447: 1589.0
INFO Generation 448: 1589.0
INFO Generation 449: 1589.0
INFO Generation 450: 1589.0
INFO Generation 451: 1589.0
INFO Generation 452: 1589.0
INFO Generation 453: 1589.0
INFO Generation 454: 1589.0
INFO Generation 455: 1589.0
INFO Generation 456: 1589.0
INFO Generation 457: 1589.0
INFO Generation 458: 1589.0
INFO Generation 459: 1589.0
INFO Generation 460: 1589.0
INFO Generation 461: 1589.0
INFO Generation 462: 1589.0
INFO Generation 463: 1589.0
INFO Generation 464: 1589.0
INFO Generation 465: 1589.0
INFO Generation 466: 1589.0
INFO Generation 467: 1589.0
INFO Generation 468: 1589.0
INFO Generation 469: 1589.0
INFO Generation 470: 1589.0
INFO Generation 471: 1589.0
INFO Generation 472: 1589.0
INFO Generation 473: 1589.0
INFO Generation 474: 1589.0
INFO Generation 475: 1589.0
INFO Generation 476: 1589.0
INFO Generation 477: 1589.0
INFO Generation 478: 1589.0
INFO Generation 479: 1589.0
INFO Generation 480: 1589.0
INFO Generation 481: 1589.0
INFO Generation 482: 1589.0
INFO Generation 483: 1589.0
INFO Generation 484: 1589.0
INFO Generation 485: 1589.0
INFO Generation 486: 1589.0
INFO Generation 487: 1589.0
INFO Generation 488: 1589.0
INFO Generation 489: 1589.0
INFO Generation 490: 1589.0
INFO Generation 491: 1589.0
INFO Generation 492: 1589.0
INFO Generation 493: 1589.0
INFO Generation 494: 1589.0
INFO Generation 495: 1589.0
INFO Generation 496: 1589.0
INFO Generation 497: 1589.0
INFO Generation 498: 1589.0
INFO Generation 499: 1589.0
INFO Generation 500: 1589.0
INFO Generation 501: 1589.0
